Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,244.74000549316406,245.58999633789062,188.5,207.6199951171875,207.6199951171875,18449500
2022-02-01,206.75,211.52000427246094,189.83999633789062,200.85000610351562,200.85000610351562,11924300
2022-03-01,198.9499969482422,217.41000366210938,188.5800018310547,208.9499969482422,208.9499969482422,10655700
2022-04-01,209.94000244140625,215.27999877929688,166.80999755859375,167.41000366210938,167.41000366210938,12625800
2022-05-01,166.41000366210938,178.32000732421875,151.66000366210938,163.0399932861328,163.0399932861328,13113300
2022-06-01,164.24000549316406,169.02999877929688,147.47000122070312,153.0399932861328,153.0399932861328,7692900
2022-07-01,152.6199951171875,167.72999572753906,142.42999267578125,167.36000061035156,167.36000061035156,14983300
2022-08-01,166.0,174.3800048828125,156.10000610351562,157.05999755859375,157.05999755859375,8872400
2022-09-01,155.33999633789062,164.27000427246094,141.91000366210938,144.72999572753906,144.72999572753906,10325800
2022-10-01,146.9600067138672,157.0,135.10000610351562,142.91000366210938,142.91000366210938,13464400
2022-11-01,143.50999450683594,158.5399932861328,133.67999267578125,154.61000061035156,154.61000061035156,11109500
2022-12-01,155.22999572753906,159.9600067138672,137.49000549316406,143.50999450683594,143.50999450683594,8649500
