Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,59.619998931884766,66.30000305175781,54.73500061035156,65.36000061035156,65.36000061035156,27106800
2019-02-01,65.47000122070312,70.68499755859375,59.560001373291016,70.13999938964844,70.13999938964844,29109100
2019-03-01,70.5999984741211,74.62000274658203,66.94000244140625,71.7300033569336,71.7300033569336,21472800
2019-04-01,72.62000274658203,78.9800033569336,72.55000305175781,75.61000061035156,75.61000061035156,24996000
2019-05-01,76.80999755859375,78.66999816894531,58.52000045776367,61.18000030517578,61.18000030517578,49640700
2019-06-01,61.650001525878906,67.95999908447266,60.369998931884766,66.61000061035156,66.61000061035156,26175900
2019-07-01,71.93000030517578,75.83999633789062,68.08999633789062,73.29000091552734,73.29000091552734,24372700
2019-08-01,73.0,75.66000366210938,67.7300033569336,71.43000030517578,71.43000030517578,31545100
2019-09-01,70.62000274658203,78.68499755859375,68.94000244140625,74.13999938964844,74.13999938964844,21547300
2019-10-01,74.31999969482422,81.30000305175781,70.69999694824219,80.86000061035156,80.86000061035156,24707600
2019-11-01,91.87999725341797,106.375,91.30999755859375,104.20999908447266,104.20999908447266,43598700
2019-12-01,104.05999755859375,118.48999786376953,100.31999969482422,116.2300033569336,116.2300033569336,32318100
