Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,52.279998779296875,64.41999816894531,52.119998931884766,64.12000274658203,61.65650177001953,53463700
2019-02-01,64.37999725341797,69.44999694824219,63.4900016784668,65.86000061035156,63.32965087890625,48021200
2019-03-01,66.47000122070312,67.62000274658203,63.15999984741211,64.30999755859375,61.83919906616211,37459000
2019-04-01,64.54000091552734,66.68000030517578,63.4900016784668,65.73999786376953,63.40126037597656,27001800
2019-05-01,66.0,67.08999633789062,47.34000015258789,47.540000915527344,45.848731994628906,64154800
2019-06-01,47.470001220703125,55.150001525878906,46.459999084472656,55.150001525878906,53.18800354003906,64419700
2019-07-01,56.0099983215332,57.22999954223633,54.380001068115234,55.77000045776367,54.029212951660156,45327700
2019-08-01,55.54999923706055,56.65999984741211,30.110000610351562,33.220001220703125,32.18308639526367,116195300
2019-09-01,32.650001525878906,36.52000045776367,29.170000076293945,29.5,28.579198837280273,121037300
2019-10-01,29.68000030517578,29.739999771118164,26.020000457763672,27.670000076293945,26.976852416992188,92915400
2019-11-01,27.75,37.93000030517578,27.68000030517578,37.33000183105469,36.39487075805664,109179300
2019-12-01,37.349998474121094,38.189998626708984,34.720001220703125,37.59000015258789,36.648353576660156,73430100
