Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,82.09342956542969,89.05709075927734,81.79065704345703,86.11591339111328,82.05928802490234,35297764
2018-02-01,85.59688568115234,90.83045196533203,79.24740600585938,88.70242309570312,84.5239486694336,43388032
2018-03-01,88.97924041748047,93.29584503173828,86.0380630493164,86.96366882324219,82.86710357666016,46161969
2018-04-01,87.05882263183594,90.8218002319336,85.06920623779297,89.15225219726562,85.09996032714844,38216088
2018-05-01,89.23875427246094,90.84774780273438,76.24567413330078,79.679931640625,76.05818939208984,59688905
2018-06-01,80.83000183105469,85.83999633789062,77.95999908447266,80.61000061035156,76.94598388671875,55862000
2018-07-01,79.66999816894531,88.52999877929688,79.66999816894531,84.73999786376953,81.07099914550781,38693800
2018-08-01,84.37000274658203,91.43000030517578,84.06999969482422,91.08999633789062,87.14606475830078,39365500
2018-09-01,90.4000015258789,96.75,89.12000274658203,93.5199966430664,89.47085571289062,31611300
2018-10-01,94.0999984741211,94.6500015258789,68.58999633789062,72.83000183105469,69.82230377197266,54758400
2018-11-01,73.5,73.62999725341797,57.59000015258789,63.040000915527344,60.436614990234375,90415300
2018-12-01,63.959999084472656,64.4800033569336,49.189998626708984,53.16999816894531,50.974220275878906,53031100
