Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,321.80999755859375,377.0,266.010009765625,288.3299865722656,288.3299865722656,29640900
2021-02-01,294.8999938964844,349.3900146484375,264.5260009765625,298.30999755859375,298.30999755859375,20880200
2021-03-01,301.20001220703125,310.5,230.0800018310547,287.44000244140625,287.44000244140625,21385000
2021-04-01,293.1499938964844,298.0799865722656,237.30999755859375,263.5400085449219,263.5400085449219,16807300
2021-05-01,266.30999755859375,267.489990234375,199.3300018310547,258.010009765625,258.010009765625,22993900
2021-06-01,260.8900146484375,291.17999267578125,230.14999389648438,276.3699951171875,276.3699951171875,19289400
2021-07-01,275.1700134277344,283.0,225.15499877929688,259.4800109863281,259.4800109863281,12345900
2021-08-01,261.9800109863281,308.9700012207031,255.8350067138672,289.7799987792969,289.7799987792969,14830800
2021-09-01,294.75,299.2099914550781,261.8399963378906,265.2200012207031,265.2200012207031,11130100
2021-10-01,270.8800048828125,359.1700134277344,252.69500732421875,354.67999267578125,354.67999267578125,14589000
2021-11-01,360.0,389.7099914550781,324.7300109863281,327.760009765625,327.760009765625,14305700
2021-12-01,335.010009765625,344.7850036621094,257.32000732421875,280.57000732421875,280.57000732421875,25753000
