Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,167.3000030517578,191.8249969482422,162.11399841308594,170.8800048828125,170.8800048828125,21837400
2021-02-01,174.36000061035156,186.24000549316406,163.25,174.72999572753906,174.72999572753906,35970600
2021-03-01,177.9600067138672,185.86000061035156,160.05999755859375,182.6999969482422,182.6999969482422,27269000
2021-04-01,185.49099731445312,201.67999267578125,180.72999572753906,188.1699981689453,188.1699981689453,20317800
2021-05-01,190.06199645996094,190.06199645996094,164.10000610351562,182.72000122070312,182.72000122070312,29564600
2021-06-01,185.4499969482422,198.9499969482422,173.16000366210938,195.64999389648438,195.64999389648438,20731400
2021-07-01,196.38999938964844,199.55999755859375,182.5,189.58999633789062,189.58999633789062,16278900
2021-08-01,191.3000030517578,201.4600067138672,177.60000610351562,188.02999877929688,188.02999877929688,16756300
2021-09-01,190.05999755859375,190.05999755859375,167.05999755859375,167.19000244140625,167.19000244140625,20104800
2021-10-01,168.5399932861328,171.5500030517578,158.74000549316406,168.22999572753906,168.22999572753906,19335600
2021-11-01,168.49000549316406,178.5,145.38999938964844,146.22999572753906,146.22999572753906,35334500
2021-12-01,148.5,163.9499969482422,142.1699981689453,156.38999938964844,156.38999938964844,29313000
