Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,97.0,112.98999786376953,96.0,97.86000061035156,97.86000061035156,22898200
2020-02-01,98.16000366210938,143.72999572753906,97.66000366210938,124.72000122070312,124.72000122070312,36040400
2020-03-01,128.05999755859375,138.82000732421875,67.0199966430664,81.87999725341797,81.87999725341797,34161300
2020-04-01,79.19999694824219,122.77999877929688,72.80000305175781,111.58999633789062,111.58999633789062,21700100
2020-05-01,107.12000274658203,143.2899932861328,101.19000244140625,141.89999389648438,141.89999389648438,25217900
2020-06-01,138.7100067138672,156.9199981689453,127.19000244140625,138.77999877929688,138.77999877929688,25670700
2020-07-01,139.25,181.80499267578125,135.96499633789062,175.10000610351562,175.10000610351562,21151700
2020-08-01,172.6649932861328,229.49000549316406,162.60000610351562,221.14999389648438,221.14999389648438,22132800
2020-09-01,222.02999877929688,245.77999877929688,178.32000732421875,238.35000610351562,238.35000610351562,24869400
2020-10-01,243.0,317.8800048828125,235.22000122070312,257.69000244140625,257.69000244140625,34792800
2020-11-01,262.5,298.80999755859375,190.10000610351562,277.9800109863281,277.9800109863281,41394800
2020-12-01,281.3299865722656,335.79998779296875,254.64999389648438,319.1199951171875,319.1199951171875,22521200
