Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,117.26000213623047,122.36499786376953,105.12000274658203,105.86000061035156,105.86000061035156,44785100
2020-02-01,106.16000366210938,112.2699966430664,91.18000030517578,100.58000183105469,100.58000183105469,41401600
2020-03-01,101.08999633789062,104.93000030517578,67.54000091552734,80.62999725341797,80.62999725341797,48566800
2020-04-01,77.83999633789062,99.66000366210938,72.93000030517578,98.02999877929688,98.02999877929688,37652700
2020-05-01,95.4800033569336,108.77999877929688,91.75,104.73999786376953,104.73999786376953,34997600
2020-06-01,104.73999786376953,118.94000244140625,103.79399871826172,110.52999877929688,110.52999877929688,29601200
2020-07-01,110.38999938964844,130.86000061035156,107.69000244140625,128.14999389648438,128.14999389648438,31747700
2020-08-01,129.02000427246094,136.05799865722656,126.37000274658203,128.27000427246094,128.27000427246094,23079500
2020-09-01,129.07000732421875,135.88999938964844,112.02999877929688,129.00999450683594,129.00999450683594,31043800
2020-10-01,132.0850067138672,140.69000244140625,124.55999755859375,127.36000061035156,127.36000061035156,21511400
2020-11-01,129.88999938964844,157.0,126.5199966430664,156.67999267578125,156.67999267578125,25716100
2020-12-01,158.8000030517578,170.9010009765625,151.44000244140625,166.27000427246094,166.27000427246094,26533300
