Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,131.63999938964844,144.61000061035156,131.30999755859375,144.5399932861328,144.5399932861328,17867500
2018-02-01,144.57000732421875,153.0800018310547,133.13999938964844,148.52000427246094,148.52000427246094,16482600
2018-03-01,148.80999755859375,153.91000366210938,142.07000732421875,144.61000061035156,144.61000061035156,13848400
2018-04-01,143.92999267578125,163.47999572753906,138.6699981689453,163.08999633789062,163.08999633789062,16552400
2018-05-01,160.6999969482422,176.3300018310547,160.2100067138672,173.11000061035156,173.11000061035156,16372100
2018-06-01,174.57000732421875,183.27000427246094,168.02999877929688,172.4499969482422,172.4499969482422,13718100
2018-07-01,171.3000030517578,180.11000061035156,169.0,171.3800048828125,171.3800048828125,14138500
2018-08-01,171.86000061035156,191.16000366210938,168.77000427246094,189.1199951171875,189.1199951171875,12231900
2018-09-01,188.75999450683594,199.7100067138672,187.02000427246094,199.4199981689453,199.4199981689453,9346700
2018-10-01,193.67999267578125,195.41000366210938,161.25,175.27999877929688,175.27999877929688,22014400
2018-11-01,175.1300048828125,190.0800018310547,164.97000122070312,171.97000122070312,171.97000122070312,13816500
2018-12-01,175.35000610351562,176.6999969482422,149.8699951171875,162.02999877929688,162.02999877929688,13899400
