Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,140.4199981689453,141.30999755859375,121.87999725341797,122.12000274658203,122.12000274658203,16321800
2020-02-01,121.19000244140625,133.42999267578125,117.81999969482422,119.94999694824219,119.94999694824219,13574200
2020-03-01,119.88999938964844,122.55999755859375,79.77999877929688,106.62999725341797,106.62999725341797,24109900
2020-04-01,103.77999877929688,153.55999755859375,101.41999816894531,139.25999450683594,139.25999450683594,23530500
2020-05-01,134.42999267578125,149.3800048828125,132.05999755859375,144.9199981689453,144.9199981689453,16329800
2020-06-01,144.74000549316406,147.8300018310547,132.10000610351562,139.47999572753906,139.47999572753906,16627600
2020-07-01,139.75999450683594,156.36000061035156,132.94000244140625,135.89999389648438,135.89999389648438,23075000
2020-08-01,135.3000030517578,141.86000061035156,127.9000015258789,132.3300018310547,132.3300018310547,14298300
2020-09-01,131.24000549316406,133.6999969482422,116.79000091552734,122.7699966430664,122.7699966430664,13098100
2020-10-01,123.37999725341797,139.7899932861328,121.7699966430664,132.94000244140625,132.94000244140625,19273500
2020-11-01,132.38999938964844,167.0,129.42999267578125,162.80999755859375,162.80999755859375,17168800
2020-12-01,165.30999755859375,178.08999633789062,161.02000427246094,175.94000244140625,175.94000244140625,12065300
