Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,68.43000030517578,74.94999694824219,68.01699829101562,73.29000091552734,73.29000091552734,21923600
2020-02-01,73.4800033569336,79.11000061035156,63.608001708984375,70.7300033569336,70.7300033569336,33124800
2020-03-01,71.5999984741211,75.06999969482422,38.400001525878906,50.06999969482422,50.06999969482422,35466200
2020-04-01,47.68000030517578,60.0,38.900001525878906,58.970001220703125,58.970001220703125,26602900
2020-05-01,56.68000030517578,71.5199966430664,55.41999816894531,68.87000274658203,68.87000274658203,25151200
2020-06-01,68.76000213623047,83.88999938964844,68.48500061035156,79.2699966430664,79.2699966430664,39824600
2020-07-01,79.05000305175781,87.0,75.70999908447266,78.29000091552734,78.29000091552734,26489900
2020-08-01,79.05000305175781,85.4000015258789,67.66999816894531,79.5199966430664,79.5199966430664,37970600
2020-09-01,79.56999969482422,84.58000183105469,68.76000213623047,82.6500015258789,82.6500015258789,31479100
2020-10-01,83.91000366210938,92.77999877929688,81.54000091552734,86.22000122070312,86.22000122070312,18626800
2020-11-01,86.66000366210938,100.48999786376953,83.4000015258789,96.41999816894531,96.41999816894531,28334700
2020-12-01,95.91999816894531,111.93000030517578,91.41000366210938,106.55999755859375,106.55999755859375,22006200
