Date,Open,High,Low,Close,Adj Close,Volume
2022-01-01,284.0,286.7799987792969,200.86000061035156,238.22000122070312,238.22000122070312,20363100
2022-02-01,241.8000030517578,320.44500732421875,220.02999877929688,319.4200134277344,319.4200134277344,18499800
2022-03-01,315.0,340.0,290.70001220703125,322.3699951171875,322.3699951171875,30384000
2022-04-01,319.1499938964844,344.6099853515625,241.55499267578125,250.41000366210938,250.41000366210938,17613000
2022-05-01,250.5,284.8900146484375,207.0,272.7900085449219,272.7900085449219,18757100
2022-06-01,273.2900085449219,314.5199890136719,250.7899932861328,273.67999267578125,273.67999267578125,17568000
2022-07-01,271.70001220703125,375.8999938964844,245.2550048828125,360.1300048828125,360.1300048828125,18119300
2022-08-01,352.8450012207031,374.4800109863281,268.57501220703125,275.9700012207031,275.9700012207031,27158700
2022-09-01,271.1499938964844,324.32000732421875,227.8000030517578,231.4600067138672,231.4600067138672,19732700
2022-10-01,236.0,250.4499969482422,190.14999389648438,230.02999877929688,230.02999877929688,25945100
2022-11-01,236.9600067138672,311.4800109863281,206.60000610351562,298.8599853515625,298.8599853515625,26421900
2022-12-01,300.4599914550781,341.67498779296875,271.1000061035156,283.2699890136719,283.2699890136719,18456700
